children__name,children__children__name,children__children__value,children__children__pct_software,children__children__pct_robot,children__children__pct_ai,children__colname,name
,Musical instrument repairers and tuners    * Accordion Repairer* Band Instrument Repair Technician* Banjo Repairer* Bow Rehairer* Brass and Wind Instrument Repairer* Chip Tuner* Fretted String Instrument Repairer* Guitar Builder* Guitar Repairer* Keyboard Instrument Repairer* Luthier* Mandolin Repairer* Organ Installer* Organ Tuner* Percussion Instrument Repairer* Piano Regulator* Piano Technician* Piano Tuner* Pipe Organ Technician* Stringed Instrument Repairer* Tone Regulator* Violin Repairer,8.8999996,39,67,46,,
,New accounts clerks    * Banking Services Clerk* New Accounts Banking Representative* New Client Banking Services Clerk,44.299999,7,6,14,,
,Nuclear power reactor operators    * Nuclear Control Room Operator* Nuclear Reactor Operator* Nuclear Station Operator* Reactor Operator,5.3000002,100,82,100,,
,Occupational health and safety technicians,22.1,,,,,
,Occupational therapy aides    * Certified Occupational Rehabilitation Aide* OT Aide* Occupational Rehabilitation Aide* Occupational Therapist Aide* Rehabilitation Services Aide,8,30,57,26,,
,Office and administrative support workers all other    * Braille Transcriber* Envelope Stuffer* Fingerprint Clerk* Investigation Clerk* Newspaper Inserter* Notary Public,220.8,,,,,
,Office clerks general    * Administrative Clerk* Office Assistant* Office Clerk* Real Estate Clerk,3126.3,47,41,16,,
,Office machine operators except computer    * Business Machine Operator* Coin Machine Operator* Coin Rolling Machine Operator* Coin Wrapping Machine Operator* Collator Operator* Copy Center Operator* Copy Machine Operator* Duplicating Machine Operator,47.299999,91,77,87,,
,Operating engineers and other construction equipment operators    * Angle Dozer Operator* Blade Grader Operator* Bulldozer Operator* Ditching Machine Operating Engineer* Grader Operator* Motor Grader Operator* Scraper Operator* Steam Shovel Operating Engineer* Steam Shovel Operator,418,99,100,83,,
,Ophthalmic laboratory technicians    * Contact Lens Cutter* Contact Lens Technician* Eyeglass Assembler* Eyeglass Lens Cutter* Eyeglass Maker* Lens Grinder* Lens Grinder and Polisher* Lens Mounter* Precision Lens Centerer and Edger* Prescription Eyeglass Maker,30.200001,87,91,81,,
,Opticians dispensing    * Certified Optician* Contact Lens Fitter* Eyeglass Fitter* Licensed Dispensing Optician* Licensed Optical Dispenser* Licensed Optician* Optical Dispenser* Optician,73.800003,63,79,34,,
,Orderlies,50.599998,,,,,
,Outdoor power equipment and other small engine mechanics    * Chain Saw Mechanic* Edge Trimmer Mechanic* Electric Golf Cart Repairers* Electric Wheelchair Repairer* Go-Cart Mechanic* Golf Cart Mechanic* Lawn Mower Repairer* Mobility Scooter Repairer* Motor Scooter Mechanic* Power Saw Mechanic* Power Wheelchair Mechanic* Snowblower Mechanic* Snowmobile Mechanic,35,62,66,54,,
,Packaging and filling machine operators and tenders    * Bottle Capper* Bottle Line Worker* Bottle Packer* Can Filler* Can Sealer* Keg Filler* Potato Chip Packaging Machine Operator* Tea Bag Packer,392.10001,39,68,26,,
,Paper goods machine setters operators and tenders    * Box Fabricator* Carton Making Machine Operator* Corrugated Box Machine Operator* Corrugator Machine Operator* Corrugator Operator* Envelope Machine Operator* Napkin Machine Operator* Paper Bag Machine Operator* Paper Cone Machine Tender* Paper Machine Operator,100.4,75,67,77,,
,Parking enforcement workers    * Meter Maid* Parking Enforcement Officer* Parking Meter Attendant,8.1000004,59,54,28,,
,Passenger attendants    * Dining Car Steward* Ship Steward* Sleeping Car Service Attendant* Train Attendant,28,7,75,7,,
,Patternmakers metal and plastic    * Metal Patternmaker,3.0999999,90,67,75,,
,Patternmakers wood    * Wood Die Maker,.69999999,90,51,93,,
,Paving surfacing and tamping equipment operators    * Asphalt Paver* Asphalt Paving Machine Operator* Asphalt Roller Operator* Asphalt Tamping Machine Operator* Blacktop-Paver Operator* Paver Operator* Road Grader* Screed Operator,46.599998,99,96,81,,
,Payroll and timekeeping clerks    * Flight Crew Time Clerk* Payroll Bookkeeper* Personnel Scheduler* Time Clerk* Time and Attendance Clerk* Timekeeper,149.8,2,2,2,,
,Pest control workers    * Exterminator* Fumigator* Insecticide Expert* Mosquito Sprayer* Pest Controller* Rat Exterminator* Rodent Exterminator* Termite Technician* Termite Treater,87.599998,100,96,100,,
,Pesticide handlers sprayers and applicators vegetation    * Certified Pesticide Applicator* Fruit Sprayer* Herbicide Sprayer* Orchard Sprayer* Plant Sprayer* Weed Sprayer,38.099998,49,73,52,,
,Petroleum pump system operators refinery operators and gaugers    * Hydrotreater Operator* Oil Gauger* Oil Pipeline Dispatcher* Oil Pipeline Operator* Oil Refiner* Petroleum Plant Operator* Petroleum Refinery Control Panel Operator* Petroleum Refinery Operator* Petroleum Refining Equipment Operator,41.299999,98,80,92,,
,Pharmacy aides    * Certified Pharmacist Assistant* Pharmacist Aide* Pharmacist Assistant* Pharmacy Assistant* Pharmacy Clerk* Prescription Clerk,37.900002,30,57,26,,
,Pharmacy technicians    * CPHT* Certified Pharmacy Technician* Pharmacist Technician* Pharmacy Laboratory Technician* Pharmacy Technician,422.29999,39,52,42,,
,Photographers    * Advertising Photographer* Aerial Photographer* Industrial Photographer* Marine Photographer* Medical Photographer* News Photographer* Newspaper Photojournalist* Photojournalist* Portrait Photographer* School Photographer* Wedding Photographer,133.5,84,68,80,,
,Photographic process workers and processing machine operators    * Digital Imaging Technician* Digital Photo Printer* Digital Photo Technician* Digital Retoucher* Film Developing Machine Operator* Film Printer* Film Process Operator* Film Processor* Photo Lab Specialist* Photo Lab Technician* Photo Machine Operator* Photo Print Specialist* Photo Retoucher* Print Retoucher,12.3,74,62,89,,
,Physical therapist aides    * Clinical Rehabilitation Aide* Physical Therapy Aide* Physiotherapy Aide,50.599998,30,57,26,,
,Pile driver operators    * Diesel Pile Hammer Operator* Hydraulic Pile Hammer Operator* Hydraulic Press-In Operator* Pile Driver Operator* Vibratory Pile Driver,3.5999999,99,100,83,,
,Plant and system operators all other    * Asphalt Plant Operator* Concrete Batch Plant Operator* Lime Filter Operator* Sand Plant Attendant,13.2,98,80,92,,
,Plating machine setters operators and tenders metal and plastic    * Anodizer* Chrome Plater* Chromium Plater* Copper Plater* Electro Plater* Electrogalvanizing Machine Operator* Electroplater* Galvanizer* Hard Chrome Plater* Metal Plater* Metal Spraying Machine Operator* Metalizing Machine Operator* Nickel Plater* Plating Machine Operator* Tin Plater,42.099998,96,96,84,,
,Plumbers pipefitters and steamfitters    * Fire Sprinkler Installer* Gas Main Fitter* Gas Plumber* Hydraulic Plumber* Industrial Gas Fitter* Marine Pipefitter* Marine Steamfitter* Master Plumber* Pipe Fitter* Plumber* Solar Thermal Installer* Sprinkler Fitter* Steamfitter* Water Pump Installer,490.20001,74,83,43,,
,Police and sheriff's patrol officers    * Border Guard* Border Patrol Officer* Constable* Cop* Deputy Sheriff* Highway Patrol Officer* Motorcycle Police* Mounted Police* Park Police* Patrol Officer* Policeman* Policewoman* State Highway Police Officer* State Trooper,688.40002,63,38,77,,
,Postal service clerks    * Bulk Mail Clerk* Bulk Mail Technician* Parcel Post Clerk* Postal Clerk* Postal Service Clerk* Postal Service Window Clerk,78.099998,21,64,3,,
,Postal service mail carriers    * City Letter Carrier* Letter Carrier* Mail Deliverer* Parcel Post Carrier* Postal Mail Carrier* Rural Mail Carrier* Rural Route Carrier* USPS Letter Carrier,326.60001,1,1,1,,
,Postal service mail sorters processors and processing machine operators    * Flat Sorter Operator* Flat Sorting Machine Clerk* Mail Forwarding System Markup Clerk* Parcel Post Distribution Machine Operator* Post Office Markup Clerk* Postal Service Mail Processor* Small Package and Bundle Sorter Clerk,98.5,21,64,3,,
,Postmasters and mail superintendents    * Postal Supervisor* Postmaster,13.4,50,26,68,,
,Pourers and casters metal    * Aluminum Pourer* Ingot Caster* Iron Pourer* Molten Iron Pourer* Steel Pourer* Tin Pourer* White Metal Caster,8,79,66,54,,
,Power distributors and dispatchers    * Power System Dispatcher* Steam Plant Control Room Operator* Steam and Power Panel Operator* Substation Operator,11.2,100,82,100,,
,Power plant operators    * Hydroelectric Plant Operator* Power Plant Control Room Operator* Powerhouse Operator* Turbine Room Attendant,35.299999,100,82,100,,
,Precision instrument and equipment repairers all other    * Gyroscope Repairer* Hydrometer Calibrator* Scale Adjuster* Telescope Repairer,12.2,39,67,46,,
,Print binding and finishing workers    * Bindery Cutter Operator* Bindery Folder Operator* Bindery Machine Operator* Bindery Worker* Book Repairer* Bookbinder* Bookbinding Machine Operator* Case Binder Operator* Foil Stamp Operator* Perfect Binder Operator* Saddle Stitch Operator* Saddle Stitcher Operator* Spiral Binder Operator,45.200001,97,81,89,,
,Printing press operators    * Digital Press Operator* Flexographic Press Operator* Gravure Press Operator* Lithograph Press Operator* Lithographing Machine Operator* Offset Lithographic Press Setter and Set-Up Operator* Offset Press Operator* Printing Machine Operator* Screen Printing Machine Operator* Screen Printing Press Operator* Silk Screen Operator* Silk Screen Printer* Web Offset Press Feeder* Web Press Operator,181.39999,97,81,89,,
,Private detectives and investigators    * Certified Legal Investigator* Licensed Private Investigator* Loss Prevention Detective* Private Detective* Private Eye* Private Investigator* Skip Tracer* Store Detective,36.200001,67,54,76,,
,Procurement clerks    * Procurement Assistant* Procurement Clerk* Purchasing Assistant* Purchasing Clerk,68.5,6,19,18,,
,Production planning and expediting clerks    * Expeditor* Material Control Clerk* Material Expediter* Mill Recorder* Production Control Clerk* Production Control Coordinating Clerk* Production Control Coordinator* Production Scheduler* Work Ticket Distributor,378.5,72,3,23,,
,Production workers all other,238.60001,88,89,64,,
,Property real estate and community association managers    * Apartment Manager* Building Rental Manager* Community Association Manager* Condominium Association Manager* Homeowner Association Manager* Land Acquisition Manager* Leasing Property Manager* Property Manager* Real Estate Manager,367.89999,13,21,34,,
,Psychiatric aides,59.5,,,,,
,Public safety telecommunicators    * 911 Dispatcher* 911 Operator* Ambulance Dispatcher* Emergency Communications Dispatcher* Emergency Communications Operator* Emergency Operator* Emergency Telecommunications Dispatcher* Fire Dispatcher* Police Dispatcher* Police Radio Dispatcher,98.300003,96,54,100,,
,Pump operators except wellhead pumpers    * Acid Pump Operator* Brewery Pumper* Concrete Pump Operator* Fluid Pump Operator,10.5,99,91,59,,
,Rail car repairers    * Freight Car Repairer* Mine Car Mechanic* Rail Car Maintenance Mechanic* Rail Car Mechanic* Streetcar Repairer* Subway Car Repairer* Tank Car Reconditioner* Trolley Car Mechanic* Trolley Car Overhauler,24.299999,78,81,60,,
,Rail transportation workers all other    * Railway Equipment Operator* Retarder Operator* Transfer Table Operator,2.5,,,,,
,Rail yard engineers dinkey operators and hostlers    * Coal Tram Driver* Dinkey Driver* Dinkey Operator* Engine Hostler* Haulage Engine Operator* Railcar Switcher* Yard Hostler,5.1999998,100,97,100,,
,Rail-track laying and maintenance equipment operators    * Ballast Cleaning Machine Operator* Rail Maintenance Worker* Railroad Track Mechanic* Track Layer* Track Machine Operator* Track Maintainer* Track Moving Machine Operator* Track Repair Worker* Track Repairer* Track Service Worker* Track Surfacing Machine Operator* Trackwalker,13.9,85,94,49,,
,Railroad brake signal and switch operators and locomotive firers,9.1000004,92,84,67,,
,Railroad conductors and yardmasters    * Freight Conductor* Passenger Car Conductor* Train Conductor* Yard Conductor,36,30,77,34,,
,Real estate brokers    * Licensed Real Estate Broker* Real Estate Broker,100.7,60,33,88,,
,Real estate sales agents    * Agricultural Real Estate Agent* Apartment Rental Agent* Industrial Real Estate Agent* Land Sales Agent* Right of Way Agent,376.5,60,33,88,,
,Receptionists and information clerks    * Appointment Clerk* Dental Receptionist* Front Desk Receptionist* Land Leasing Information Clerk,1105.3,71,49,59,,
,Recreation workers    * Activities Aide* Activities Assistant* Activities Coordinator* Activities Leader* Camp Counselor* Playground Worker* Recreation Activities Coordinator* Recreation Assistant* Recreational Aide,417.10001,17,19,14,,
,Recreational vehicle service technicians    * Master Certified RV Technician* Mobile Service Recreational Vehicle Technician* RV Mechanic* RV Servicer* RVDA Master Certified RV Technician* Recreational Vehicle (RV) Repairer* Recreational Vehicle Mechanic,15.9,26,81,25,,
,Refractory materials repairers except brickmasons    * Bondactor Machine Operator* Cupola Repairer* Kiln Door Builder* Ladle Repairer* Refractory Repairer,.80000001,64,82,66,,
,Reinforcing iron and rebar workers    * Post Tensioning Ironworker* Rebar Worker* Reinforcing Steel  Worker* Rod Buster* Steel Rod Buster* Steel Tier,18.799999,71,96,34,,
,Reservation and transportation ticket agents and travel clerks    * Airline Reservation Agent* Airline Reservationist* Airline Ticket Agent* Gate Agent* Hotel Reservationist* Passenger Agent* Passenger Booking Clerk* Reservation Agent* Reservation Sales Agent* Train Clerk* Train Reservation Clerk* Transportation Clerk* Travel Clerk,126.3,15,43,46,,
,Residential advisors    * Dormitory Counselor* House Parent* Residence Director* Residence Life Coordinator* Residential Advisor* Residential Director* Residential Life Director* Sorority Mother,115.2,38,53,25,,
,Riggers    * Acrobatic Rigger* Boat Rigger* Crane Rigger* Fly Rail Operator* Gantry Rigger* High Rigger* Marine Rigger* Parachute Rigger* Ship Rigger* Theatrical Rigger* Wire Rigger* Yacht Rigger* Yard Rigger,23.5,91,84,57,,
,Rolling machine setters operators and tenders metal and plastic    * Brass Roller* Forming Roll Operator* Metal Sheet Roller Operator* Pipe Straightener* Plastic Straightening Roll Operator* Steel Roller,32.599998,82,65,85,,
,Roof bolters mining,3.3,98,96,89,,
,Sales and related workers all other    * Auctioneer* Blood Donor Recruiter* Leaflet Distributor* Livestock Auctioneer* Personal Shopper* Store Gift Wrap Associate,142.89999,39,10,13,,
,Sales representatives of services except advertising insurance financial services and travel,1070.5,11,4,18,,
,Sales representatives wholesale and manufacturing except technical and scientific products    * Bottling Equipment Sales Representative* Freight Broker* Hotel Supplies Salesperson* Mortician Supplies Sales Representative* Pulpwood Dealer* Wholesale Diamond Broker,1399.7,11,4,18,,
,Sawing machine setters operators and tenders wood    * Backup Sawyer* Band Scroll Saw Operator* Bandmill Operator* Buzzsaw Operator* Chop Saw Operator* Circle Saw Operator* Curve Saw Operator* Cut Off Saw Operator* Hardwood Sawyer* Headrig Sawyer* Panel Saw Operator* Rip Saw Operator* Stave Saw Operator* Trim Saw Operator,54.5,70,67,43,,
,School bus monitors and protective service workers all other,145.60001,36.25,56,51.5,,
,Secretaries and administrative assistants except legal medical and executive    * Alumni Secretary* Department Secretary* Office Secretary* Personal Secretary* Real Estate Administrative Assistant* School Attendance Secretary* School Secretary,2250.2,33,43,9,,
,Security and fire alarm systems installers    * Alarm Adjuster* Alarm Technician* Burglar Alarm Installer* Fire Alarm Installer* Fire Alarm Technician* Home Security Alarm Installer,76.300003,40,67,60,,
,Security guards    * Armed Guard* Bank Guard* Bodyguard* Bouncer* Private Watchman* Security Officer,1154.1,67,54,76,,
,Self-enrichment teachers    * Ballet Teacher* CPR Instructor* Ceramics Instructor* Citizenship Teacher* Dance Teacher* Defensive Driving Instructor* Driver Education Instructor* Driving Instructor* First Aid Instructor* Horseback Riding Instructor* Judo Instructor* Karate Instructor* Knitting Teacher* Martial Arts Instructor* Sailing Instructor* Skiing Instructor* Snowboard Instructor* Theater Education Teacher,386.20001,37,34,55,,
,Semiconductor processing technicians    * Electronic Semiconductor Processor* Semiconductor Assembler* Wafer Fabricator,30.799999,88,89,64,,
,Separating filtering clarifying precipitating and still machine setters operators and tenders    * Brewmaster* Fermentation Operator* Fermenter* Linseed Oil Temperer* Milk Pasteurizer* Milk Processor* Molasses Preparer* Pasteurizer* Winemaker,53.099998,96,69,80,,
,Septic tank servicers and sewer pipe cleaners    * Electric Sewer Cleaning Machine Operator* Septic Pump Truck Driver* Septic Tank Cleaner* Sewage Screen Operator* Sewer Cleaner* Sewer Pipe Cleaner* Sewer and Drain Technician,30.700001,44,68,57,,
,Sheet metal workers    * Air Conditioning Sheet Metal Installer* Heating Ventilation and Air Conditioning  (HVAC) Sheet Metal Installer* Sheet Metal Duct Installer* Sheet Metal Fabricator* Sheet Metal Former* Sheet Metal Installer* Sheet Metal Layout Mechanic* Sheet Metal Layout Worker* Sheet Metal Worker* Tinsmith,137.7,24,52,57,,
,Shipping receiving and inventory clerks    * Freight Clerk* Incoming Freight Clerk* Receiving Clerk* Reconsignment Clerk* Route Delivery Clerk* Shipping Order Clerk* Shipping and Receiving Clerk* Store Receiving Clerk,710.40002,79,37,77,,
,Shoe and leather workers and repairers    * Cobbler* Leather Lacer* Leather Worker* Luggage Repairer* Saddle Maker* Saddle and Harness Maker* Shoe Maker* Shoemaker,10.8,2,52,13,,
,Shoe machine operators and tenders    * Arch Cushion Press Operator* Insole Beveler* Lacing Operator* Lasting Machine Operator* Pump Stitcher* Rasper Machine Operator* Shoe Cementer* Shoe Sewing Machine Operator and Tender* Sole Trimmer,5.3000002,39,69,2,,
,Signal and track switch repairers    * Electric Track Switch Maintainer* Light Rail Signal Technician* Rail Signal Mechanic* Railway Signal Technician* Third Rail Installer* Train Control Electronic Technician* Train Control Technician,6.5999999,91,84,57,,
,Social and human service assistants    * Addictions Counselor Assistant* Case Work Aide* Clinical Social Work Aide* Family Service Assistant* Human Services Worker* Social Work Assistant,425.60001,5,9,21,,
,Solar photovoltaic installers    * PV Installer* PV Panel Installer* Photovoltaic (PV) Installation Technician* Solar PV Installer,12,44,68,57,,
,Stationary engineers and boiler operators    * Boiler Engineer* Boiler OperatorÂ¿Â¿Â¿* Boiler Plant Operator* Boiler Room Operator* Heating Ventilation and Air Conditioning (HVAC) Mechanic Boiler Operator* High Pressure Boiler Operator,34.400002,63,59,75,,
,Stockers and order fillers,2135.8,80.75,91.75,48.75,,
,Stonemasons    * Banker Mason* Curbstone Setter* Granite Setter* Memorial Mason* Monument Mason* Rock Mason* Stone Chimney Mason* Stone Layer* Stonemason,16.799999,49,92,35,,
,Structural iron and steel workers    * Bridge Ironworker* Construction Ironworker* Iron Guardrail Installer* Metal Tank Erector* Ornamental Ironworker* Pre-Engineered Metal Building Ironworker* Precast Concrete Ironworker* Steel Fabricator* Steel Fitter* Structural Steel Erector* Wind Turbine Erector,77,71,96,34,,
,Structural metal fabricators and fitters    * Mill Beam Fitter* Protector Plate Attacher,78.5,71,96,34,,
,Subway and streetcar operators    * Light Rail Operator* Light Rail Transit Operator* Light Rail Vehicle Operator* Rapid Transit Operator* Subway Conductor* Subway Train Operator* Tram Operator* Trolley Car Operator,10.7,100,97,100,,
,Surveying and mapping technicians    * Cartographic Aide* Cartographic Technician* Field Map Technician* GIS Mapping Technician* Geophysical Prospecting Surveying Technician* Mapping Technician* Mineral Surveying Technician* Surveying Technician* Topography Technician,58.400002,80,54,84,,
,Switchboard operators including answering service    * PBX Operator* Private Branch Exchange Operator* Telephone Answering Service Operator* Telephone Switchboard Operator,69.900002,83,59,35,,
,Tax preparers    * Corporate Tax Preparer* Income Tax Advisor* Income Tax Preparer* Licensed Tax Consultant* Tax Consultant* Tax Specialist,88.400002,37,16,81,,
,Telecommunications line installers and repairers    * Cable Television Installer* FIOS Line Installer* Fiber Optic Technician* Telecommunication Lines Repairer* Telecommunications Line Installer* Telephone Cable Splicer* Telephone Lines Repairer* Telephone Lineworker,123.6,69,68,58,,
,Telephone operators    * 411 Directory Assistance Operator* Directory Assistance Operator* Information Operator* Local Telephone Operator* Long Distance Operator* Telephone Exchange Operator,5,83,59,35,,
,Tellers    * Bank Teller* Commercial Teller* Exchange Teller* Foreign Banknote Teller* Foreign Exchange Clerk* Loan Teller* Money Order Clerk* Receiving Teller* Savings Teller* Securities Teller,449,20,17,24,,
,Terrazzo workers and finishers    * Granite-Chip Terrazzo  Finisher* Marble-Chip Terrazzo Worker* Onyx-Chip Terrazzo Worker* Rustic Terrazzo Setter* Terrazzo Finisher* Terrazzo Grinder* Terrazzo Installer* Terrazzo Layer* Terrazzo Setter* Terrazzo Worker,3,37,74,20,,
,Textile apparel and furnishings workers all other    * Apparel Embroidery Digitizer* Feltmaker* Hat Blocking Machine Operator* Swatch Maker* Tassel Making Machine Operator,18.700001,87,65,83,,
,Textile bleaching and dyeing machine operators and tenders    * Cloth Dyer* Dye Range Operator* Rug Dyer* Skein Yarn Dyer* Yarn Dyer,9,98,88,98,,
,Textile cutting machine setters operators and tenders    * Bedspread Cutter* Canvas Cutter* Cloth Cutter* Industrial Fabric Cutter* Textile Slitting Machine Operator* Twill Cutter* Upholstery Cutter* Welt Trimming Machine Operator,13.1,98,88,98,,
,Textile knitting and weaving machine setters operators and tenders    * Crochet Machine Operator* Jacquard Loom Weaver* Knitter Operator* Knitting Machine Operator* Loom Operator* Looping Machine Operator* Warp Knitting Machine Operator,24.799999,98,79,100,,
,Textile winding twisting and drawing out machine setters operators and tenders    * Rope Machine Setter* Roving Winder* Silk Winding Machine Operator* Twister Operator* Winder Operator,31,98,79,92,,
,Timing device assemblers and adjusters,1.3,,,,,
,Tire builders    * Auto Tire Recapper* Retreader* Tire Finisher* Tire Molder* Tire Retreader,21,88,89,64,,
,Tire repairers and changers    * Auto Tire Worker* Tire Balancer* Tire Fixer* Tire Mechanic* Tire Mounter* Tire Servicer* Tire Technician,113.4,26,81,25,,
,Title examiners abstractors and searchers    * Abstract Searcher* Abstract Writer* Advisory Title Officer* Escrow Officer* Land Title Examiner* Lease Examiner* Lien Searcher* Title Agent* Title Checker* Title Examiner* Title Inspector* Title Investigator* Title Officer* Title Searcher,63.599998,16,3,25,,
,Tool grinders filers and sharpeners    * Tool Grinder* Tool Grinding Machine Operator* Tool Sharpener* Tool Straightener,7.0999999,70,88,91,,
,Tour and travel guides,57.299999,27,54,20,,
,Traffic technicians    * Highway Traffic Control Technician* Traffic Engineering Technician* Traffic Signal Technician* Transportation Planning Technician* Transportation Technician,7.6999998,98,93,93,,
,Transit and railroad police    * Railroad Detective* Railroad Police Officer* Track Patrol* Transit Authority Police* Transit Police Officer,4.5,63,38,77,,
,Transportation inspectors    * Aircraft Inspector* Aircraft Landing Gear Inspector* Aircraft Quality Control Inspector* Airworthiness Safety Inspector* Freight Inspector* Locomotive Inspector* Motor Vehicle Emissions Inspector* Railroad Car Inspector* Railroad Inspector* School Bus Inspector* Transit Vehicle Inspector,30.200001,90,64,98,,
,Transportation security screeners    * Airport Baggage Screener* Airport Security Screener* Flight Security Specialist* Transportation Security Administration (TSA) Screener* Transportation Security Officer,51.400002,90,64,98,,
,Transportation storage and distribution managers    * Airport Manager* Cold Storage Supervisor* Distribution Center Manager* Logistics Manager* Logistics Supply Officer* Marine Oil Terminal Superintendent* Traffic Safety Administrator* Transportation Manager* Warehouse Manager* Warehouse Operations Manager,139.39999,50,26,68,,
,Travel agents    * Auto Travel Counselor* Certified Corporate Travel Executive* Certified Travel Counselor* Corporate Travel Expert* Travel Agent* Travel Consultant* Travel Counselor* Travel Service Consultant,82,15,43,46,,
,Tree trimmers and pruners    * Pruner* Tree Pruner* Tree Specialist* Tree Surgeon* Tree Trimmer,62,49,73,52,,
,Umpires referees and other sports officials    * Athletic Events Scorer* Baseball Umpire* Diving Judge* Dressage Judge* Equestrian Events Judge* Handicapper* Horse Show Judge* Paddock Judge* Pit Steward* Placing Judge* Race Starter,22.799999,27,54,52,,
,Underground mining machine operators and extraction workers all other,14.1,,,,,
,Upholsterers    * Aircraft Seat Upholsterer* Auto Upholsterer* Chair Upholsterer* Dining Chair Seat Cushion Trimmer* Furniture Upholsterer* Seating Upholsterer,35.200001,75,79,81,,
,Veterinary assistants and laboratory animal caretakers    * Laboratory Animal Caretaker* Veterinarian Assistant* Veterinarian Helper* Veterinary Attendant,99.5,30,57,26,,
,Watch and clock repairers    * Antique Clock Repairer* Chronometer Repairer* Clock Repair Technician* Clockmaker* Clocksmith* Horologist* Time Piece Repairer* Watchmaker,3.2,39,67,46,,
,Water and wastewater treatment plant and system operators    * Industrial Waste Treatment Technician* Lead Sewage Plant Operator* Liquid Waste Treatment Plant Operator* Sewage Plant Operator* Waste Treatment Operator* Wastewater Operator* Water Plant Operator* Water Treatment Technician,126.4,100,69,100,,
,Weighers measurers checkers and samplers recordkeeping    * Bean Weigher* Cheese Weigher* Freight Checker* Sample Checker* Scale Attendant* Scale Clerk* Scale Operator* Warehouse Checker* Weighing Station Operator* Wool Sampler,61.299999,98,64,63,,
,Welders cutters solderers and brazers    * Aluminum Welder* Arc Welder* Brazer* Certified Maintenance Welder* Cutting Torch Operator* Pipe Welder* Silver Solderer* Sub Arc Operator* Welder Fitter* Wire Welder,438.89999,61,82,30,,
,Welding soldering and brazing machine setters operators and tenders    * Brazing Machine Operator* Brazing Machine Setter and Setup Operator* Brazing Machine Tender* Electron Beam Welder Setter* Machine Welder* Reserve Tube Welder* Soldering Machine Operator* Soldering Machine Setter and Setup Operator* Soldering Machine Tender* Ultrasonic Welding Machine Operator* Welding Machine Operator,37.200001,61,82,30,,
,Wellhead pumpers    * Oil Field Pumper* Oil Well Pumper* Oilfield Plant and Field Operator* Wellhead Pumper,14.1,99,91,59,,
,Woodworkers all other    * Pole Framer* Timber Framer* Wood Carver* Wood Casket Assembler* Wood Veneer Taper,11.7,,,,,
,Woodworking machine setters operators and tenders except sawing    * CNC Wood Lathe Operator* Roof Truss Builder* Speed Belt Sander* Tenon Operator* Wood Boring Machine Operator* Wood Dowel Machine Operator* Wood Lathe Operator* Wood Planer,79.300003,99,92,91,,
,Word processors and typists    * Clerk Typist* Dictaphone Typist* Legal Transcriptionist* Statistical Typist* Transcription Typist* Typist* Word Processor,52.700001,18,50,9,,
Master's degree,Acupuncturists and healthcare diagnosing or treating practitioners all other,49.599998,,,,level2,
,Anthropologists and archeologists    * Anthropologist* Applied Anthropologist* Archaeologist* Ethnoarchaeologist* Medical Anthropologist* Physical Anthropologist* Political Anthropologist* Research Anthropologist* Research Archaeologist,8,59,41,87,,
,Archivists    * Archivist* Digital Archivist* Film Archivist* Historical Records Administrator* Image Archivist* Museum Archivist* Processing Archivist* Reference Archivist* State Archivist,8.1000004,7,13,28,,
,Art drama and music teachers postsecondary    * Ballet Professor* Graphic Design Professor* Music Professor* Photography Professor* Piano Performance and Pedagogy Professor* Piano Professor* Scene and Lighting Design Lecturer* Stagecraft Professor* Theatre Professor* Voice Professor,116.3,1,3,1,,
,Computer and information research scientists,32.700001,,,,,
,Counselors all other    * AIDS Counselor* Anger Control Counselor* Grief Counselor* HIV Counselor* Sexual Assault Counselor,29.1,17,9,40,,
,Curators    * Collections Curator* Collections and Archives Director* Curator* Educational Institution Curator* Exhibitions and Collections Manager* Herbarium Curator* Museum Curator* Photography and Prints Curator,14.5,7,13,28,,
,Economists    * Agricultural Economist* Econometrician* Economic Development Specialist* Economic Research Analyst* Economist* Environmental Economist* Industrial Economist* Labor Economist* Price Economist* Social Economist* Tax Economist* Trade Economist,20.5,49,26,87,,
,Education administrators kindergarten through secondary    * Elementary School Principal* High School Principal* Junior High School Principal* K-12 School Principal* K-8 School Principal* Middle School Principal* Secondary School Principal,283.20001,26,13,63,,
,Education administrators postsecondary    * Adult Basic Education Manager* Continuing Education Director* Graduate School Dean* Graduate Studies Dean* Provost* University Administrator* University Dean,190.5,26,13,63,,
,Educational guidance and career counselors and advisors    * Career Counselor* Career Technical Counselor* Education Counselor* International Student Counselor* School Adjustment Counselor* School Guidance Counselor* Student Advisor* Student Development Advisor* Student Services Counselor* Student Success Counselor* Study Abroad Advisor* Vocational Adviser,333.5,17,9,40,,
,Epidemiologists    * Clinical Epidemiologist* Communicable Disease Specialist* Environmental Epidemiologist* Epidemiology Investigator* Malariologist* Medical Epidemiologist* Pharmacoepidemiologist,8,59,25,93,,
,Family and consumer sciences teachers postsecondary    * Family Resource Management Professor* Family and Consumer Sciences Professor* Home and Family Living Professor* Weaving Professor,2.5,1,3,1,,
